LOCATION;LOCATION_CAT;INDICATOR;SUBJECT;MEASURE;FREQUENCY;YEAR;Value
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1990;0
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1991;27.942
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1992;26.405
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1993;26.37
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1994;25.662
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1995;25.526
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1996;27.453
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1997;29
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1998;26.765
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;1999;28.095
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2000;26.515
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2001;24.606
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2002;25.263
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2003;25.958
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2004;28.719
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2005;27.19
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2006;27.03
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2007;24.166
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2008;23.343
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2009;23.454
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2010;25.31
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2011;23.287
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2012;22.435
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2013;23.744
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2014;22.587
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2015;20.519
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2016;19.473
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2017;21.251
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2018;19.965
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2019;19.698
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2020;19.438
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2021;19.187
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2022;19.088
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2023;18.864
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2024;18.518
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2025;18.439
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2026;18.365
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2027;18.29
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2028;18.217
AUS;AUS;MEATCONSUMP;BEEF;KG_CAP;A;2029;18.149
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1990;0
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1991;14.521
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1992;15.256
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1993;15.082
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1994;15.646
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1995;15.652
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1996;14.478
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1997;14.858
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1998;15.257
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;1999;15.193
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2000;15.651
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2001;14.892
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2002;16.418
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2003;17.593
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2004;17.718
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2005;18.863
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2006;18.409
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2007;20.221
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2008;19.17
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2009;19.744
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2010;20.129
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2011;19.486
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2012;20.502
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2013;19.9
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2014;20.174
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2015;21.77
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2016;21.4
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2017;22.062
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2018;21.395
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2019;20.252
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2020;20.212
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2021;20.004
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2022;20.086
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2023;20.196
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2024;20.22
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2025;20.304
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2026;20.345
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2027;20.412
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2028;20.459
AUS;AUS;MEATCONSUMP;PIG;KG_CAP;A;2029;20.525
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1990;22.051
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1991;22.35
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1992;22.436
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1993;23.807
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1994;24.473
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1995;24.217
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1996;24.615
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1997;25.791
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1998;27.643
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;1999;28.002
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2000;29.682
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2001;29.225
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2002;32.494
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2003;31.407
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2004;32.81
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2005;34.092
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2006;35.187
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2007;34.769
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2008;33.261
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2009;33.578
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2010;37.645
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2011;39.499
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2012;40.319
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2013;40.161
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2014;40.806
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2015;41.989
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2016;44.512
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2017;43.349
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2018;42.353
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2019;43.488
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2020;43.792
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2021;44.132
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2022;44.504
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2023;44.842
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2024;44.711
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2025;44.803
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2026;44.889
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2027;44.997
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2028;45.122
AUS;AUS;MEATCONSUMP;POULTRY;KG_CAP;A;2029;45.229
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1990;19.013
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1991;19.415
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1992;17.961
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1993;17.49
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1994;18.505
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1995;15.115
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1996;14.795
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1997;15.063
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1998;15.476
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;1999;15.25
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2000;16.368
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2001;14.977
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2002;13.779
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2003;12.153
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2004;11.984
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2005;11.992
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2006;12.37
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2007;12.587
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2008;10.992
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2009;10.334
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2010;8.973
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2011;8.046
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2012;8.723
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2013;8.723
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2014;8.116
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2015;9.346
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2016;8.5
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2017;7.755
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2018;6.982
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2019;6.18
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2020;5.874
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2021;5.912
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2022;5.884
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2023;6.051
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2024;6.077
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2025;6.047
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2026;5.944
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2027;5.818
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2028;5.814
AUS;AUS;MEATCONSUMP;SHEEP;KG_CAP;A;2029;5.809
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1990;25.002
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1991;24.456
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1992;23.83
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1993;22.805
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1994;23.226
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1995;23.309
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1996;23.048
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1997;23.106
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1998;23.379
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;1999;23.8
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2000;23.411
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2001;22.5
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2002;22.415
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2003;23.655
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2004;22.711
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2005;21.994
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2006;21.711
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2007;22.146
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2008;21.473
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2009;20.434
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2010;20.305
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2011;19.804
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2012;20.012
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2013;19.813
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2014;19.177
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2015;17.633
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2016;18.316
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2017;18.273
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2018;18.422
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2019;17.623
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2020;17.578
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2021;17.394
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2022;17.188
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2023;16.994
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2024;16.837
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2025;16.646
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2026;16.461
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2027;16.315
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2028;16.165
CAN;CAN;MEATCONSUMP;BEEF;KG_CAP;A;2029;16.021
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1990;20.597
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1991;20.367
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1992;22.342
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1993;21.749
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1994;22.368
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1995;21.894
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1996;20.478
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1997;20.035
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1998;22.595
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;1999;23.669
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2000;22.577
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2001;22.805
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2002;21.952
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2003;19.811
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2004;21.006
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2005;18.148
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2006;18.442
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2007;19.695
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2008;18.701
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2009;18.482
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2010;17.28
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2011;16.741
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2012;17.435
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2013;16.326
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2014;16.093
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2015;17.994
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2016;15.976
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2017;16.374
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2018;17
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2019;16.259
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2020;15.881
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2021;15.898
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2022;15.793
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2023;15.773
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2024;15.748
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2025;15.672
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2026;15.564
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2027;15.507
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2028;15.446
CAN;CAN;MEATCONSUMP;PIG;KG_CAP;A;2029;15.331
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1990;24.42
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1991;24.395
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1992;24.423
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1993;25.037
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1994;26.645
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1995;26.324
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1996;26.128
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1997;26.615
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1998;27.206
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;1999;28.395
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2000;29.707
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2001;30.892
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2002;31.212
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2003;31.337
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2004;31.556
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2005;31.689
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2006;31.929
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2007;32.011
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2008;32.082
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2009;31.679
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2010;31.341
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2011;30.327
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2012;30.065
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2013;30.353
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2014;31.163
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2015;32.557
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2016;33.188
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2017;33.413
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2018;34.836
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2019;35.33
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2020;35.527
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2021;35.786
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2022;36.086
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2023;36.37
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2024;36.566
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2025;36.775
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2026;36.978
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2027;37.178
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2028;37.362
CAN;CAN;MEATCONSUMP;POULTRY;KG_CAP;A;2029;37.554
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1990;0.734
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1991;0.768
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1992;0.745
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1993;0.756
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1994;0.727
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1995;0.717
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1996;0.667
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1997;0.655
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1998;0.733
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;1999;0.757
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2000;0.833
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2001;0.915
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2002;0.914
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2003;0.956
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2004;0.977
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2005;0.986
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2006;1.069
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2007;1.073
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2008;1.026
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2009;1.013
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2010;0.953
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2011;0.931
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2012;0.846
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2013;0.877
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2014;0.921
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2015;0.914
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2016;0.929
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2017;0.971
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2018;1.022
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2019;0.978
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2020;0.974
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2021;0.971
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2022;0.968
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2023;0.965
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2024;0.957
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2025;0.948
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2026;0.936
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2027;0.931
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2028;0.922
CAN;CAN;MEATCONSUMP;SHEEP;KG_CAP;A;2029;0.914
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1990;6
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1991;6.401
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1992;6.65
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1993;7.286
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1994;8.003
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1995;8.408
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1996;7.966
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1997;8.073
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1998;8.186
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;1999;8.174
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2000;8.618
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2001;7.03
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2002;7.128
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2003;6.98
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2004;6.962
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2005;6.234
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2006;6.188
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2007;6.38
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2008;6.386
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2009;6.492
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2010;6.707
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2011;6.722
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2012;6.731
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2013;6.727
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2014;6.689
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2015;6.292
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2016;6.873
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2017;7.001
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2018;7.356
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2019;7.541
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2020;7.643
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2021;7.657
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2022;7.673
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2023;7.598
JPN;JPN;MEATCONSUMP;BEEF;KG_CAP;A;2024;7.605
